10000; 0.189
10000; 0.152
10000; 0.147
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.147
10000; 0.151
10000; 0.155
10000; 0.001
10000; 0.000
10000; 0.001
10000; 0.000
10000; 0.000
10000; 0.000
20000; 0.620
10000; 0.252
10000; 0.184
10000; 0.153
10000; 0.147
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.162
10000; 0.153
10000; 0.153
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
20000; 0.608
20000; 0.608
20000; 0.647
20000; 0.000
20000; 0.000
20000; 0.000
20000; 0.624
20000; 0.618
20000; 0.623
20000; 0.000
20000; 0.000
20000; 0.002
20000; 0.000
20000; 0.008
20000; 0.000
30000; 1.376
30000; 1.368
30000; 1.388
30000; 0.001
30000; 0.000
30000; 0.000
30000; 1.420
30000; 1.375
30000; 1.396
30000; 0.008
30000; 0.000
30000; 0.000
30000; 0.000
30000; 0.000
30000; 0.007
40000; 2.425
40000; 2.426
40000; 2.440
40000; 0.000
40000; 0.000
40000; 0.000
40000; 2.459
40000; 2.458
40000; 2.469
40000; 0.008
10000; 0.383
10000; 0.153
10000; 0.171
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.162
10000; 0.153
10000; 0.154
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
10000; 0.000
20000; 0.612
20000; 0.607
20000; 0.615
20000; 0.000
20000; 0.000
20000; 0.000
20000; 0.621
20000; 0.617
20000; 0.620
20000; 0.000
20000; 0.002
20000; 0.000
20000; 0.015
20000; 0.000
20000; 0.000
30000; 1.385
30000; 1.382
30000; 1.369
30000; 0.000
30000; 0.000
30000; 0.000
30000; 1.393
30000; 1.374
30000; 1.396
30000; 0.000
30000; 0.008
30000; 0.000
30000; 0.000
30000; 0.008
30000; 0.000
40000; 2.423
40000; 2.427
40000; 2.434
40000; 0.000
40000; 0.000
40000; 0.000
40000; 2.460
40000; 2.453
40000; 2.464
40000; 0.000
40000; 0.008
40000; 0.000
40000; 0.000
40000; 0.000
40000; 0.000
50000; 3.799
50000; 3.799
50000; 3.983
50000; 0.001
50000; 0.000
50000; 0.000
50000; 3.857
50000; 3.871
50000; 4.007
50000; 0.010
50000; 0.000
50000; 0.000
50000; 0.000
50000; 0.000
50000; 0.000
60000; 5.457
60000; 5.475
60000; 5.477
60000; 0.000
60000; 0.000
60000; 0.000
60000; 5.616
60000; 5.529
60000; 5.536
60000; 0.008
60000; 0.000
60000; 0.008
60000; 0.004
60000; 0.000
60000; 0.000
70000; 7.423
70000; 7.513
70000; 7.591
70000; 0.000
70000; 0.000
70000; 0.000
70000; 7.616
70000; 7.523
70000; 7.626
70000; 0.010
70000; 0.002
70000; 0.000
70000; 0.000
70000; 0.008
70000; 0.000
80000; 9.716
80000; 9.890
80000; 9.712
80000; 0.000
80000; 0.000
80000; 0.000
80000; 9.841
80000; 9.910
80000; 10.317
80000; 0.009
80000; 0.008
80000; 0.000
80000; 0.000
80000; 0.002
80000; 0.000
90000; 12.342
90000; 12.423
90000; 12.347
90000; 0.000
90000; 0.000
90000; 0.000
90000; 12.459
90000; 12.432
90000; 12.453
90000; 0.008
90000; 0.008
90000; 0.015
90000; 0.000
90000; 0.008
90000; 0.016
100000; 15.152
100000; 15.167
100000; 15.163
100000; 0.000
100000; 0.000
100000; 0.000
100000; 15.369
100000; 15.359
100000; 15.351
100000; 0.008
100000; 0.018
100000; 0.000
100000; 0.000
100000; 0.008
100000; 0.015
10000; 0.162
10000; 0.174
10000; 0.173
